id,title,vote_average,vote_count,release_date,year,month,genre_ids,original_language,popularity
824,Moulin Rouge!,7.576,4336,2001-05-24,2001,05,"[18, 10749, 10402]",en,23.029
11469,Black Knight,5.4,1050,2001-11-21,2001,11,"[35, 14, 12]",en,22.697
10829,Tremors 3: Back to Perfection,5.78,586,2001-10-02,2001,10,"[28, 35, 27, 878, 53]",en,22.548
1791,The Piano Teacher,7.3,1024,2001-09-05,2001,09,"[18, 10749]",fr,21.577
9816,Save the Last Dance,6.532,1221,2001-01-12,2001,01,"[18, 10751, 10749, 10402]",en,21.534
2110,Wasabi,6.629,1197,2001-10-31,2001,10,"[18, 28, 35]",fr,21.437
1535,Spy Game,6.909,1951,2001-11-18,2001,11,"[28, 80, 53]",en,21.384
1433,The Devil's Backbone,7.295,1157,2001-04-20,2001,04,"[14, 18, 27, 53]",es,21.323
2018,The Wedding Planner,5.931,1595,2001-01-26,2001,01,"[35, 10749]",en,21.182
11178,My Sassy Girl,7.537,528,2001-07-27,2001,07,"[18, 35, 10749]",ko,21.045
5279,Gosford Park,6.851,1016,2001-11-07,2001,11,"[18, 9648, 53]",en,20.523
1365,Monster's Ball,6.767,916,2001-06-07,2001,06,"[18, 10749]",en,20.416
10778,The Man Who Wasn't There,7.54,1483,2001-10-26,2001,10,"[80, 18]",en,20.345
10972,Session 9,6.156,847,2001-08-10,2001,08,"[27, 9648]",en,20.228
10016,Ghosts of Mars,5.125,1016,2001-08-24,2001,08,"[28, 27, 878]",en,20.034
768,From Hell,6.695,2660,2001-02-08,2001,02,"[27, 9648, 53]",en,19.724
9696,Ichi the Killer,6.99,896,2001-12-22,2001,12,"[28, 80, 27]",ja,19.304
39939,Super Troopers,6.6,1024,2001-02-15,2001,02,"[35, 80, 9648]",en,19.002
11467,America's Sweethearts,5.721,775,2001-07-17,2001,07,"[35, 10749]",en,18.939
1921,Sweet November,6.873,1240,2001-02-16,2001,02,"[18, 10749]",en,18.604
19666,Lagaan: Once Upon a Time in India,7.244,526,2001-06-15,2001,06,"[12, 10749, 18]",hi,18.057
1364,Sex and Lucía,6.664,512,2001-08-24,2001,08,"[18, 10749]",es,18.027
11232,Kate & Leopold,6.331,1273,2001-12-25,2001,12,"[10749, 35, 14]",en,17.748
2779,The Curse of the Jade Scorpion,6.567,721,2001-08-05,2001,08,"[35, 80, 10749]",en,17.685
9991,Mean Machine,6.233,544,2001-12-26,2001,12,"[35, 18]",en,17.328
9081,Waking Life,7.498,829,2001-10-19,2001,10,"[16, 18, 14]",en,16.303
2294,Jay and Silent Bob Strike Back,6.434,1455,2001-08-22,2001,08,[35],en,15.876
6935,Yamakasi,6.0,528,2001-04-04,2001,04,"[28, 80, 18]",fr,15.447
56715,Just Visiting,4.675,627,2001-04-06,2001,04,"[35, 14, 878]",en,15.055
9290,Crocodile Dundee in Los Angeles,5.2,579,2001-04-12,2001,04,"[12, 35]",en,14.905
11086,The Majestic,6.76,688,2001-12-21,2001,12,"[18, 10749]",en,14.826
1613,The 51st State,6.1,572,2001-12-07,2001,12,"[53, 28, 35, 80]",en,14.55
10956,Joe Dirt,5.593,680,2001-04-10,2001,04,"[9648, 12, 35, 10749, 18]",en,14.302
12103,Don't Say a Word,6.252,858,2001-09-28,2001,09,"[53, 9648]",en,13.987
11088,Heist,6.314,504,2001-11-09,2001,11,"[28, 80, 18, 53]",en,13.472
12138,3000 Miles to Graceland,5.829,598,2001-02-23,2001,02,"[28, 12, 35, 80, 53]",en,13.227
4012,The Believer,6.887,567,2001-08-23,2001,08,[18],en,13.221
2176,The Glass House,5.871,915,2001-09-14,2001,09,"[18, 53]",en,13.174
9683,Bubble Boy,5.706,531,2001-08-24,2001,08,"[35, 12, 10749]",en,12.894
2749,15 Minutes,5.944,667,2001-03-01,2001,03,"[28, 80, 53]",en,12.684
575,The Experiment,7.393,1022,2001-03-07,2001,03,"[18, 53]",de,12.588
2171,Wet Hot American Summer,6.284,745,2001-07-27,2001,07,[35],en,12.148
467,The Hole,6.198,767,2001-04-20,2001,04,"[80, 18, 27, 53]",en,12.022
1548,Ghost World,7.082,1325,2001-07-20,2001,07,"[35, 18]",en,11.902
23550,His Secret Life,7.3,518,2001-03-16,2001,03,"[18, 10749]",it,11.173
15449,La Tour Montparnasse Infernale,6.376,804,2001-03-28,2001,03,[35],fr,11.171
9740,Hannibal,6.772,4458,2001-02-08,2001,02,"[80, 18, 53]",en,10.584
9799,The Fast and the Furious,7.0,9510,2001-06-22,2001,06,"[28, 80, 53]",en,8.192
331,Jurassic Park III,6.13,6791,2001-07-18,2001,07,"[12, 28, 53, 878]",en,2.905
672,Harry Potter and the Chamber of Secrets,7.72,21032,2002-11-13,2002,11,"[12, 14]",en,152.781
121,The Lord of the Rings: The Two Towers,8.392,20897,2002-12-18,2002,12,"[12, 14, 28]",en,105.615
425,Ice Age,7.357,12656,2002-03-10,2002,03,"[16, 35, 10751, 12]",en,103.612
557,Spider-Man,7.291,18166,2002-05-01,2002,05,"[28, 878]",en,100.132
11544,Lilo & Stitch,7.524,5853,2002-06-21,2002,06,"[16, 10751]",en,88.003
9023,Spirit: Stallion of the Cimarron,7.697,4362,2002-05-24,2002,05,"[16, 12, 35, 10751, 18, 37]",en,70.541
9637,Scooby-Doo,6.066,4211,2002-06-14,2002,06,"[9648, 12, 35]",en,58.281
640,Catch Me If You Can,7.978,14900,2002-12-16,2002,12,"[18, 80]",en,58.15
10229,A Walk to Remember,7.748,3900,2002-01-25,2002,01,"[18, 10749]",en,50.87
9016,Treasure Planet,7.542,3955,2002-11-26,2002,11,"[12, 16, 10751, 14, 878]",en,50.475
4614,The Sum of All Fears,6.347,1615,2002-05-31,2002,05,"[53, 28, 18]",en,50.284
2501,The Bourne Identity,7.465,8874,2002-06-14,2002,06,"[28, 18, 9648, 53]",en,49.034
11852,The Hot Chick,6.4,1908,2002-12-13,2002,12,"[35, 14]",en,48.238
11838,Ju-on: The Grudge,6.691,726,2002-10-18,2002,10,[27],ja,47.559
818,Austin Powers in Goldmember,5.997,2950,2002-07-26,2002,07,"[35, 80, 878]",en,47.163
11013,Secretary,6.773,1519,2002-09-20,2002,09,"[35, 18, 10749]",en,46.838
180,Minority Report,7.344,8287,2002-06-20,2002,06,"[878, 28, 53]",en,46.148
598,City of God,8.434,6952,2002-08-30,2002,08,"[18, 80]",pt,45.054
14128,Cinderella II: Dreams Come True,6.105,1370,2002-02-23,2002,02,"[10751, 16, 10749, 14]",en,44.592
608,Men in Black II,6.363,9488,2002-07-03,2002,07,"[28, 35, 878]",en,43.33
4108,The Transporter,6.7,5061,2002-10-02,2002,10,"[28, 80, 53]",en,42.93
2251,Unfaithful,6.651,1430,2002-05-10,2002,05,"[53, 18]",en,42.648
15370,The Cat Returns,7.158,1996,2002-07-19,2002,07,"[12, 14, 16, 18, 10751]",ja,41.826
423,The Pianist,8.383,8702,2002-09-17,2002,09,"[18, 10752]",en,41.709
7451,xXx,5.922,3969,2002-08-09,2002,08,"[28, 12, 53, 80]",en,41.231
979,Irreversible,7.2,2712,2002-05-22,2002,05,"[18, 53, 80]",fr,39.211
8470,John Q,7.11,2263,2002-02-15,2002,02,"[18, 53, 80]",en,38.929
36586,Blade II,6.531,4467,2002-03-22,2002,03,"[14, 27, 28, 53]",en,38.774
15070,Undisputed,6.512,677,2002-07-17,2002,07,"[18, 80]",en,38.74
1894,Star Wars: Episode II - Attack of the Clones,6.557,12656,2002-05-15,2002,05,"[12, 28, 878]",en,38.031
2899,Asterix & Obelix: Mission Cleopatra,7.383,3336,2002-01-30,2002,01,"[10751, 14, 35, 12]",fr,37.852
12536,Home Alone 4,4.5,1198,2002-11-03,2002,11,"[35, 10751, 10770]",en,37.524
36669,Die Another Day,5.982,3318,2002-11-17,2002,11,"[12, 28, 53]",en,36.406
170,28 Days Later,7.212,6316,2002-10-31,2002,10,"[27, 53, 878]",en,36.389
565,The Ring,6.664,5871,2002-10-18,2002,10,"[27, 9648]",en,36.222
20312,Interstate 60,7.37,626,2002-04-13,2002,04,"[12, 35, 14]",en,35.399
65,8 Mile,7.13,6891,2002-11-08,2002,11,"[18, 10402]",en,35.197
1574,Chicago,7.113,2468,2002-12-10,2002,12,"[35, 80, 18]",en,34.967
10996,Stuart Little 2,5.8,2290,2002-07-19,2002,07,"[10751, 12, 16, 35]",en,34.67
3131,Gangs of New York,7.32,6287,2002-12-14,2002,12,"[18, 36, 80]",en,34.617
16690,Return to Never Land,6.483,2253,2002-02-14,2002,02,"[12, 14, 16, 10751]",en,34.563
11362,The Count of Monte Cristo,7.662,1667,2002-01-23,2002,01,"[12, 18, 36]",en,33.257
10592,Hart's War,6.4,869,2002-02-15,2002,02,"[18, 10752]",en,32.545
12100,Windtalkers,6.267,1193,2002-06-14,2002,06,"[10752, 18, 28, 36]",en,32.287
15015,Barbie as Rapunzel,7.004,1180,2002-10-01,2002,10,"[16, 10751]",en,32.222
12448,The Hunchback of Notre Dame II,5.3,759,2002-02-05,2002,02,"[16, 10751, 35]",en,32.156
3132,Bad Company,5.5,725,2002-06-07,2002,06,"[28, 12, 35, 53]",en,31.242
9488,Spy Kids 2: The Island of Lost Dreams,5.612,2077,2002-08-07,2002,08,"[28, 12, 10751, 35, 878, 18]",en,30.783
7303,Maid in Manhattan,6.092,1806,2002-12-13,2002,12,"[35, 18, 10749]",en,30.43
9334,The Scorpion King,5.585,2978,2002-04-18,2002,04,"[28, 12, 14, 18]",en,30.176
10590,We Were Soldiers,7.13,1924,2002-03-01,2002,03,"[28, 36, 10752]",en,30.154
10985,The New Guy,5.974,555,2002-05-10,2002,05,[35],en,29.86
9645,Ghost Ship,5.9,2252,2002-10-25,2002,10,"[27, 9648, 53]",en,29.726
2135,The Time Machine,6.2,2132,2002-03-04,2002,03,"[878, 12, 28]",en,29.601
13654,101 Dalmatians II: Patch's London Adventure,6.011,1105,2002-11-06,2002,11,"[10751, 16, 12, 35]",en,29.549
2022,Mr. Deeds,5.856,2129,2002-06-28,2002,06,"[35, 10749]",en,29.235
2637,The Mothman Prophecies,6.192,1039,2002-01-25,2002,01,"[18, 27, 9648]",en,29.168
7299,Equilibrium,7.03,4280,2002-12-06,2002,12,"[28, 878, 53]",en,28.541
10771,The Tuxedo,5.706,1829,2002-09-27,2002,09,"[53, 28, 35, 878]",en,28.487
9021,The Santa Clause 2,5.938,1233,2002-10-31,2002,10,"[14, 35, 10751]",en,28.346
9884,Collateral Damage,5.756,1310,2002-02-06,2002,02,"[28, 53, 18]",en,27.152
8346,My Big Fat Greek Wedding,6.49,2023,2002-04-19,2002,04,"[35, 18, 10749]",en,26.688
11452,National Lampoon's Van Wilder,6.0,1719,2002-03-29,2002,03,"[35, 10749]",en,26.545
4147,Road to Perdition,7.354,3435,2002-07-12,2002,07,"[80, 18, 53]",en,26.143
245,About a Boy,6.666,2105,2002-04-26,2002,04,"[18, 35, 10749]",en,25.852
4547,Panic Room,6.772,4665,2002-03-29,2002,03,"[80, 18, 53]",en,25.844
8869,Eight Legged Freaks,5.781,1149,2002-07-17,2002,07,"[28, 35, 27, 53]",en,25.67
79,Hero,7.512,2113,2002-07-22,2002,07,"[18, 12, 28, 36]",zh,25.458
10775,Infernal Affairs,7.817,1520,2002-12-12,2002,12,"[18, 28, 53, 80, 9648]",cn,25.289
201,Star Trek: Nemesis,6.3,1334,2002-12-13,2002,12,"[878, 28, 12, 53]",en,25.058
437,Cube 2: Hypercube,5.508,1348,2002-04-15,2002,04,"[53, 878, 9648]",en,24.541
10133,Cypher,6.636,527,2002-10-01,2002,10,"[53, 878]",en,24.289
8051,Punch-Drunk Love,7.141,2183,2002-10-11,2002,10,"[10749, 18, 35]",en,24.063
1429,25th Hour,7.3,2222,2002-12-19,2002,12,"[80, 18]",en,23.652
2103,Solaris,5.9,1216,2002-11-27,2002,11,"[18, 878, 9648]",en,23.644
11442,Halloween: Resurrection,4.611,1179,2002-07-01,2002,07,"[27, 53]",en,23.582
320,Insomnia,6.938,4486,2002-05-24,2002,05,"[80, 53]",en,23.465
7090,Ken Park,6.0,567,2002-08-31,2002,08,[18],en,23.386
9932,Analyze That,5.805,1160,2002-12-06,2002,12,"[35, 80]",en,23.087
1576,Resident Evil,6.618,5983,2002-03-15,2002,03,"[27, 28, 878]",en,23.075
9093,The Four Feathers,6.581,505,2002-09-08,2002,09,"[28, 12, 18, 10749, 10752]",en,23.039
11979,Queen of the Damned,6.074,983,2002-02-10,2002,02,"[14, 27, 10749]",en,22.954
8427,I Spy,5.4,890,2002-10-31,2002,10,"[28, 12, 35, 53]",en,22.894
2642,Two Weeks Notice,6.353,1950,2002-12-19,2002,12,"[35, 10749]",en,22.091
25913,Balto II: Wolf Quest,6.255,502,2002-02-19,2002,02,"[10751, 16, 12]",en,21.8
11892,Murder by Numbers,6.135,963,2002-04-19,2002,04,"[80, 18, 53]",en,21.617
9296,S1m0ne,5.9,852,2002-08-23,2002,08,"[878, 35, 18, 14, 10749]",en,21.297
10375,D-Tox,5.572,608,2002-01-04,2002,01,"[28, 53, 27]",en,21.075
2757,Adaptation.,7.374,2331,2002-12-06,2002,12,"[35, 80, 18]",en,20.684
2675,Signs,6.684,5313,2002-08-02,2002,08,"[18, 53, 878, 9648]",en,20.63
11529,Sweet Home Alabama,6.394,1421,2002-09-26,2002,09,"[35, 10749]",en,20.598
11891,Kung Pow: Enter the Fist,6.314,596,2002-01-25,2002,01,"[35, 28]",en,20.593
8665,K-19: The Widowmaker,6.512,942,2002-07-19,2002,07,"[18, 36, 53, 9648, 10752]",en,20.564
9298,Ali G Indahouse,6.063,1285,2002-03-21,2002,03,[35],en,20.529
12149,Frailty,7.0,1080,2002-04-12,2002,04,"[18, 53, 80]",en,20.493
11812,The Sweetest Thing,5.5,1022,2002-04-12,2002,04,"[10749, 35]",en,19.67
64,Talk to Her,7.578,1219,2002-03-15,2002,03,"[18, 10749]",es,19.459
13931,Mike's New Car,6.9,656,2002-05-24,2002,05,"[16, 35, 10751, 14]",en,19.435
11888,Snow Dogs,5.617,698,2002-01-18,2002,01,"[35, 10751, 12]",en,19.303
11560,High Crimes,6.353,743,2002-04-05,2002,04,"[18, 9648, 53, 80]",en,19.131
33320,Millennium Actress,7.8,758,2002-09-14,2002,09,"[16, 18, 10749]",ja,18.949
590,The Hours,7.3,1575,2002-12-27,2002,12,[18],en,18.54
14008,Cadet Kelly,6.198,563,2002-03-07,2002,03,"[10751, 10770, 35]",en,18.466
10712,Far from Heaven,7.0,568,2002-11-08,2002,11,"[18, 10749]",en,18.452
9012,Jackass: The Movie,6.306,1487,2002-10-25,2002,10,"[35, 99]",en,18.284
13683,Tarzan & Jane,5.972,578,2002-06-24,2002,06,"[16, 10751]",en,17.884
12093,Lilya 4-ever,7.646,505,2002-08-23,2002,08,"[80, 18]",sv,17.819
6278,Reign of Fire,6.181,2112,2002-07-09,2002,07,"[12, 28, 14]",en,17.74
1537,Changing Lanes,6.269,1020,2002-04-07,2002,04,"[53, 28, 18]",en,17.392
1360,Frida,7.421,1939,2002-08-29,2002,08,"[18, 10749]",en,17.255
9613,Spider,6.7,777,2002-11-06,2002,11,"[18, 9648, 53]",en,17.179
9557,Boat Trip,5.3,617,2002-10-01,2002,10,[35],en,17.037
11880,Dog Soldiers,6.703,799,2002-05-10,2002,05,"[27, 28, 53]",en,16.989
9357,One Hour Photo,6.653,1608,2002-08-21,2002,08,"[18, 53]",en,16.845
9573,Blood Work,6.167,746,2002-08-09,2002,08,"[53, 80, 28, 9648]",en,16.841
4912,Confessions of a Dangerous Mind,6.7,1066,2002-12-31,2002,12,"[35, 80, 18]",en,16.722
1430,Bowling for Columbine,7.5,1447,2002-10-09,2002,10,"[99, 18]",en,16.628
11870,Big Fat Liar,5.848,763,2002-02-08,2002,02,"[10751, 35, 12]",en,16.406
9280,Femme Fatale,6.193,548,2002-04-30,2002,04,"[9648, 80, 53]",en,16.136
1957,Enough,6.7,1079,2002-05-21,2002,05,"[18, 53]",en,16.13
10052,Dragonfly,6.544,807,2002-02-22,2002,02,"[53, 14, 9648]",en,15.875
5851,Showtime,5.518,914,2002-03-14,2002,03,"[28, 35]",en,15.811
9266,Blue Crush,6.0,502,2002-08-08,2002,08,"[12, 10749, 18]",en,15.741
12205,Dark Water,6.775,565,2002-01-19,2002,01,"[27, 9648, 53]",ja,15.71
4689,Sympathy for Mr. Vengeance,7.466,1350,2002-03-29,2002,03,"[28, 18, 53]",ko,15.584
2755,About Schmidt,6.827,1151,2002-12-12,2002,12,"[18, 35]",en,15.456
10599,Pinocchio,5.8,744,2002-10-11,2002,10,"[35, 10751, 14]",it,15.231
9039,Trapped,6.2,530,2002-09-20,2002,09,"[28, 80, 53, 18]",en,14.81
455,Bend It Like Beckham,6.299,1807,2002-04-11,2002,04,"[35, 18, 10749]",en,14.628
9707,Bubba Ho-tep,6.563,564,2002-06-09,2002,06,"[35, 27, 53, 9648, 14]",en,13.686
17130,Crossroads,5.219,587,2002-02-15,2002,02,"[18, 10749, 35]",en,13.42
2752,40 Days and 40 Nights,5.47,1053,2002-03-01,2002,03,"[35, 10749]",en,13.241
1809,The Rules of Attraction,6.159,509,2002-10-11,2002,10,"[18, 10749, 35]",en,13.193
1555,The Spanish Apartment,7.125,1078,2002-06-19,2002,06,"[18, 35, 10749]",fr,12.909
9962,The Good Girl,6.238,593,2002-01-12,2002,01,"[18, 35, 10749]",en,12.624
1958,8 Women,6.939,921,2002-02-06,2002,02,"[35, 53, 9648]",fr,11.902
9533,Red Dragon,7.02,4025,2002-10-02,2002,10,"[80, 53, 27]",en,8.428
42432,Natale sul Nilo,5.217,547,2002-12-20,2002,12,[35],it,6.457
38397,"The Legend of Al, John and Jack",7.058,1111,2002-12-13,2002,12,"[35, 80]",it,6.297
22,Pirates of the Caribbean: The Curse of the Black Pearl,7.797,19755,2003-07-09,2003,07,"[12, 14, 28]",en,126.858
9341,The Core,5.799,1763,2003-03-28,2003,03,"[28, 53, 12, 878]",en,109.419
122,The Lord of the Rings: The Return of the King,8.476,23105,2003-12-01,2003,12,"[12, 14, 28]",en,106.153
12,Finding Nemo,7.824,18506,2003-05-30,2003,05,"[16, 10751]",en,95.617
8273,American Wedding,6.2,3894,2003-08-01,2003,08,"[35, 10749]",en,71.171
24,Kill Bill: Vol. 1,7.969,16647,2003-10-10,2003,10,"[28, 80]",en,63.472
9902,Wrong Turn,6.345,2522,2003-05-30,2003,05,"[27, 53]",en,61.94
10327,"Legally Blonde 2: Red, White & Blonde",5.7,1478,2003-07-02,2003,07,"[35, 10749]",en,61.068
11351,Jeepers Creepers 2,6.117,1530,2003-08-08,2003,08,"[27, 53]",en,60.82
296,Terminator 3: Rise of the Machines,6.156,6285,2003-07-02,2003,07,"[28, 53, 878]",en,59.257
14411,Sinbad: Legend of the Seven Seas,6.955,1943,2003-07-02,2003,07,"[10751, 16, 12, 35, 14, 28]",en,59.02
8961,Bad Boys II,6.606,5070,2003-07-18,2003,07,"[28, 80, 35]",en,58.125
616,The Last Samurai,7.583,6507,2003-12-05,2003,12,"[18, 28, 10752]",en,57.209
9486,Johnny English,6.3,3255,2003-03-14,2003,03,"[12, 28, 35]",en,55.136
605,The Matrix Revolutions,6.716,9426,2003-11-05,2003,11,"[12, 28, 53, 878]",en,54.243
9358,Final Destination 2,6.236,3807,2003-01-31,2003,01,"[27, 9648]",en,53.722
310,Bruce Almighty,6.712,10268,2003-05-23,2003,05,"[14, 35]",en,52.034
604,The Matrix Reloaded,7.043,10449,2003-05-15,2003,05,"[12, 28, 53, 878]",en,51.284
1927,Hulk,5.544,5523,2003-06-19,2003,06,"[878, 12, 28]",en,50.972
670,Oldboy,8.265,8136,2003-11-21,2003,11,"[18, 53, 9648, 28]",ko,48.906
1278,The Dreamers,7.206,2712,2003-09-01,2003,09,"[18, 10749]",en,47.174
6466,Freddy vs. Jason,6.048,2404,2003-08-15,2003,08,[27],en,46.0
508,Love Actually,7.115,6384,2003-09-07,2003,09,"[35, 10749, 18]",en,45.559
4256,Scary Movie 3,5.974,3884,2003-10-24,2003,10,[35],en,45.412
9471,Charlie's Angels: Full Throttle,5.468,2882,2003-06-27,2003,06,"[28, 12, 35]",en,45.277
1584,School of Rock,7.077,5338,2003-10-03,2003,10,"[35, 10402]",en,45.206
8326,Holes,6.841,1287,2003-04-18,2003,04,"[12, 10751, 18, 35]",en,45.187
11423,Memories of Murder,8.07,3511,2003-05-02,2003,05,"[80, 18, 53]",ko,44.351
10009,Brother Bear,7.257,5134,2003-10-23,2003,10,"[12, 16, 10751]",en,44.008
13920,Radio,7.201,666,2003-10-24,2003,10,[18],en,43.085
322,Mystic River,7.742,6276,2003-03-03,2003,03,"[53, 80, 18, 9648]",en,41.796
153,Lost in Translation,7.391,6942,2003-09-18,2003,09,"[18, 10749]",en,41.702
9257,S.W.A.T.,6.158,2380,2003-08-08,2003,08,"[28, 53, 80]",en,41.097
277,Underworld,6.816,5844,2003-09-19,2003,09,"[14, 28, 53]",en,40.285
10330,Freaky Friday,6.485,3602,2003-08-05,2003,08,"[35, 10751, 14]",en,39.868
6171,Dreamcatcher,5.589,1643,2003-03-21,2003,03,"[18, 27, 878, 53]",en,38.268
14926,Uptown Girls,6.654,767,2003-08-15,2003,08,"[35, 18]",en,38.106
9373,The Texas Chainsaw Massacre,6.259,2495,2003-05-21,2003,05,[27],en,38.074
8698,The League of Extraordinary Gentlemen,5.954,3808,2003-07-11,2003,07,"[14, 28, 53, 878]",en,38.061
10719,Elf,6.65,3828,2003-10-09,2003,10,"[35, 10751, 14]",en,37.46
12279,Spy Kids 3-D: Game Over,5.118,2107,2003-07-25,2003,07,"[28, 12, 35, 10751, 878]",en,36.89
9919,How to Lose a Guy in 10 Days,6.77,3633,2003-02-07,2003,02,"[35, 10749]",en,36.863
10588,The Cat in the Hat,5.3,1566,2003-11-21,2003,11,"[35, 12, 10751, 14]",en,36.171
504,Monster,7.221,2181,2003-12-24,2003,12,"[80, 18]",en,35.893
9316,Ong-Bak,7.095,1589,2003-01-21,2003,01,"[28, 53, 80, 12]",th,35.749
15567,Stitch! The Movie,6.5,665,2003-08-26,2003,08,"[35, 12, 10751, 16]",en,35.423
13398,Tokyo Godfathers,7.9,1166,2003-12-05,2003,12,"[16, 18, 35]",ja,34.793
10708,Daddy Day Care,5.9,2009,2003-05-09,2003,05,"[35, 10751]",en,34.748
9480,Daredevil,5.3,4830,2003-02-14,2003,02,"[14, 28]",en,34.492
9506,Anger Management,6.148,2963,2003-04-11,2003,04,[35],en,34.413
2832,Identity,7.184,3634,2003-04-25,2003,04,"[9648, 53]",en,34.208
10601,Peter Pan,7.18,2512,2003-12-18,2003,12,"[12, 14, 10751]",en,33.661
9654,The Italian Job,6.769,5275,2003-05-30,2003,05,"[28, 80]",en,32.863
11820,Mona Lisa Smile,6.94,1622,2003-12-19,2003,12,"[18, 36, 10749]",en,32.415
9567,Tears of the Sun,6.862,2164,2003-03-07,2003,03,"[10752, 28, 18]",en,32.384
10756,The Haunted Mansion,5.655,1930,2003-11-26,2003,11,"[53, 14, 35, 10751, 9648]",en,32.311
2116,Out of Time,6.33,1093,2003-10-03,2003,10,"[53, 80, 18]",en,32.05
1428,Once Upon a Time in Mexico,6.288,2041,2003-09-11,2003,09,"[28, 18, 9648]",en,32.003
14873,The Jungle Book 2,5.9,1092,2003-02-07,2003,02,"[10751, 16, 12]",en,31.693
10735,What a Girl Wants,6.25,1553,2003-03-27,2003,03,"[35, 10749, 18, 10751]",en,30.751
2289,Cold Mountain,6.92,1653,2003-12-24,2003,12,"[18, 10752, 36, 12, 10749]",en,30.513
10934,Under the Tuscan Sun,6.87,802,2003-09-20,2003,09,"[10749, 35]",en,30.085
10226,High Tension,6.746,1207,2003-06-18,2003,06,"[27, 53, 9648]",fr,30.047
587,Big Fish,7.759,6880,2003-12-25,2003,12,"[12, 14, 18]",en,30.032
15016,Barbie of Swan Lake,6.991,1046,2003-09-27,2003,09,"[16, 10751]",en,29.97
10623,Cradle 2 the Grave,6.1,861,2003-02-28,2003,02,"[28, 80, 18]",en,29.593
4970,Gothika,6.088,2173,2003-11-21,2003,11,"[27, 53, 9648]",en,29.593
11817,Bulletproof Monk,5.508,863,2003-03-28,2003,03,"[28, 35, 14]",en,28.61
11775,Intolerable Cruelty,5.931,1404,2003-09-02,2003,09,"[35, 10749]",en,28.597
10715,Looney Tunes: Back in Action,6.4,1430,2003-11-14,2003,11,"[16, 35, 10751]",en,28.404
8619,Master and Commander: The Far Side of the World,7.139,2975,2003-11-14,2003,11,"[12, 18, 10752]",en,28.337
9620,Paycheck,6.197,1705,2003-12-25,2003,12,"[28, 12, 9648, 878, 53]",en,27.97
10159,The Rundown,6.458,1874,2003-09-26,2003,09,"[12, 28, 35, 53]",en,27.922
11547,Cabin Fever,5.7,1220,2003-08-15,2003,08,[27],en,27.35
10610,The Medallion,5.6,1021,2003-08-15,2003,08,"[53, 14, 28, 35]",en,27.042
3635,Girl with a Pearl Earring,6.599,1299,2003-12-12,2003,12,"[18, 10749]",en,26.706
11329,Runaway Jury,6.943,1188,2003-01-16,2003,01,"[18, 53]",en,26.582
12090,Just Married,5.775,1293,2003-01-08,2003,01,"[35, 10749]",en,26.563
11635,Old School,6.598,1708,2003-02-21,2003,02,[35],en,26.549
11023,Thirteen,6.6,1528,2003-08-20,2003,08,[18],en,26.493
10632,The Hunted,6.2,736,2003-03-11,2003,03,"[18, 28, 53, 80]",en,26.378
4552,A Tale of Two Sisters,7.105,1094,2003-06-13,2003,06,"[18, 27, 9648]",ko,26.336
8409,A Man Apart,6.084,832,2003-04-04,2003,04,"[28, 18, 80]",en,26.265
553,Dogville,7.768,2290,2003-05-19,2003,05,"[80, 18, 53]",en,25.766
1996,Lara Croft: Tomb Raider - The Cradle of Life,5.742,4036,2003-07-21,2003,07,"[28, 12, 14, 53]",en,25.403
10028,Honey,6.314,1124,2003-11-24,2003,11,"[10402, 18, 10749]",en,25.309
1807,Elephant,7.081,1787,2003-09-20,2003,09,"[80, 18]",en,24.706
11078,National Security,5.929,910,2003-01-17,2003,01,"[28, 35, 80]",en,24.127
8965,Atlantis: Milo's Return,6.339,3764,2003-02-25,2003,02,"[14, 16, 878, 10751, 28]",en,23.563
55931,The Animatrix,7.2,1479,2003-05-09,2003,05,"[16, 878]",en,23.553
11615,The Life of David Gale,7.424,1900,2003-02-21,2003,02,"[18, 53, 80]",en,23.261
338,"Good Bye, Lenin!",7.548,2283,2003-02-13,2003,02,"[35, 18]",de,23.076
470,21 Grams,7.335,2966,2003-09-06,2003,09,"[18, 80, 53]",en,22.987
12146,The Missing,6.3,572,2003-11-26,2003,11,"[53, 37, 12]",en,22.909
18736,The Lizzie McGuire Movie,6.301,1213,2003-05-02,2003,05,"[10751, 35]",en,22.332
113,"Spring, Summer, Fall, Winter... and Spring",7.855,994,2003-09-19,2003,09,[18],ko,22.242
10628,Kangaroo Jack,5.289,884,2003-01-17,2003,01,"[28, 12, 35, 10751, 80]",en,22.129
10152,Dumb and Dumberer: When Harry Met Lloyd,4.16,783,2003-04-14,2003,04,[35],en,22.068
6038,Shanghai Knights,6.1,2142,2003-02-06,2003,02,"[28, 12, 35, 37]",en,22.048
1817,Phone Booth,6.8,3517,2003-04-04,2003,04,"[53, 80]",en,21.963
2055,Open Range,7.189,978,2003-08-29,2003,08,"[37, 28, 12, 10749]",en,21.939
10923,Agent Cody Banks,5.481,1033,2003-03-14,2003,03,"[28, 12, 35, 10751]",en,21.894
9562,Timeline,5.69,1004,2003-11-26,2003,11,"[28, 12, 878]",en,21.723
11007,Cheaper by the Dozen,6.289,2653,2003-12-24,2003,12,"[35, 10751]",en,21.546
7288,Duplex,6.103,1600,2003-09-26,2003,09,[35],en,21.293
